,txn_date,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death
0,2020-01-12,กระบี่,0,0,0,0,0,0
1,2020-01-12,กรุงเทพมหานคร,1,1,1,1,0,0
2,2020-01-12,กาญจนบุรี,0,0,0,0,0,0
3,2020-01-12,กาฬสินธุ์,0,0,0,0,0,0
4,2020-01-12,กำแพงเพชร,0,0,0,0,0,0
5,2020-01-12,ขอนแก่น,0,0,0,0,0,0
6,2020-01-12,จันทบุรี,0,0,0,0,0,0
7,2020-01-12,ฉะเชิงเทรา,0,0,0,0,0,0
8,2020-01-12,ชลบุรี,0,0,0,0,0,0
9,2020-01-12,ชัยนาท,0,0,0,0,0,0
10,2020-01-12,ชัยภูมิ,0,0,0,0,0,0
11,2020-01-12,ชุมพร,0,0,0,0,0,0
12,2020-01-12,ตรัง,0,0,0,0,0,0
13,2020-01-12,ตราด,0,0,0,0,0,0
14,2020-01-12,ตาก,0,0,0,0,0,0
15,2020-01-12,นครนายก,0,0,0,0,0,0
16,2020-01-12,นครปฐม,0,0,0,0,0,0
17,2020-01-12,นครพนม,0,0,0,0,0,0
18,2020-01-12,นครราชสีมา,0,0,0,0,0,0
19,2020-01-12,นครศรีธรรมราช,0,0,0,0,0,0
20,2020-01-12,นครสวรรค์,0,0,0,0,0,0
21,2020-01-12,นนทบุรี,0,0,0,0,0,0
22,2020-01-12,นราธิวาส,0,0,0,0,0,0
23,2020-01-12,น่าน,0,0,0,0,0,0
24,2020-01-12,บึงกาฬ,0,0,0,0,0,0
25,2020-01-12,บุรีรัมย์,0,0,0,0,0,0
26,2020-01-12,ปทุมธานี,0,0,0,0,0,0
27,2020-01-12,ประจวบคีรีขันธ์,0,0,0,0,0,0
28,2020-01-12,ปราจีนบุรี,0,0,0,0,0,0
29,2020-01-12,ปัตตานี,0,0,0,0,0,0
30,2020-01-12,พระนครศรีอยุธยา,0,0,0,0,0,0
31,2020-01-12,พะเยา,0,0,0,0,0,0
32,2020-01-12,พังงา,0,0,0,0,0,0
33,2020-01-12,พัทลุง,0,0,0,0,0,0
34,2020-01-12,พิจิตร,0,0,0,0,0,0
35,2020-01-12,พิษณุโลก,0,0,0,0,0,0
36,2020-01-12,ภูเก็ต,0,0,0,0,0,0
37,2020-01-12,มหาสารคาม,0,0,0,0,0,0
38,2020-01-12,มุกดาหาร,0,0,0,0,0,0
39,2020-01-12,ยะลา,0,0,0,0,0,0
40,2020-01-12,ยโสธร,0,0,0,0,0,0
41,2020-01-12,ระนอง,0,0,0,0,0,0
42,2020-01-12,ระยอง,0,0,0,0,0,0
43,2020-01-12,ราชบุรี,0,0,0,0,0,0
44,2020-01-12,ร้อยเอ็ด,0,0,0,0,0,0
45,2020-01-12,ลพบุรี,0,0,0,0,0,0
46,2020-01-12,ลำปาง,0,0,0,0,0,0
47,2020-01-12,ลำพูน,0,0,0,0,0,0
48,2020-01-12,ศรีสะเกษ,0,0,0,0,0,0
49,2020-01-12,สกลนคร,0,0,0,0,0,0
50,2020-01-12,สงขลา,0,0,0,0,0,0
51,2020-01-12,สตูล,0,0,0,0,0,0
52,2020-01-12,สมุทรปราการ,0,0,0,0,0,0
53,2020-01-12,สมุทรสงคราม,0,0,0,0,0,0
54,2020-01-12,สมุทรสาคร,0,0,0,0,0,0
55,2020-01-12,สระบุรี,0,0,0,0,0,0
56,2020-01-12,สระแก้ว,0,0,0,0,0,0
57,2020-01-12,สิงห์บุรี,0,0,0,0,0,0
58,2020-01-12,สุพรรณบุรี,0,0,0,0,0,0
59,2020-01-12,สุราษฎร์ธานี,0,0,0,0,0,0
60,2020-01-12,สุรินทร์,0,0,0,0,0,0
61,2020-01-12,สุโขทัย,0,0,0,0,0,0
62,2020-01-12,หนองคาย,0,0,0,0,0,0
63,2020-01-12,หนองบัวลำภู,0,0,0,0,0,0
64,2020-01-12,อำนาจเจริญ,0,0,0,0,0,0
65,2020-01-12,อุดรธานี,0,0,0,0,0,0
66,2020-01-12,อุตรดิตถ์,0,0,0,0,0,0
67,2020-01-12,อุทัยธานี,0,0,0,0,0,0
68,2020-01-12,อุบลราชธานี,0,0,0,0,0,0
69,2020-01-12,อ่างทอง,0,0,0,0,0,0
70,2020-01-12,เชียงราย,0,0,0,0,0,0
71,2020-01-12,เชียงใหม่,0,0,0,0,0,0
72,2020-01-12,เพชรบุรี,0,0,0,0,0,0
73,2020-01-12,เพชรบูรณ์,0,0,0,0,0,0
74,2020-01-12,เลย,0,0,0,0,0,0
75,2020-01-12,แพร่,0,0,0,0,0,0
76,2020-01-12,แม่ฮ่องสอน,0,0,0,0,0,0
77,2020-01-12,ไม่ระบุ,0,0,0,0,0,0
78,2020-01-13,กระบี่,0,0,0,0,0,0
79,2020-01-13,กรุงเทพมหานคร,0,1,0,1,0,0
80,2020-01-13,กาญจนบุรี,0,0,0,0,0,0
81,2020-01-13,กาฬสินธุ์,0,0,0,0,0,0
82,2020-01-13,กำแพงเพชร,0,0,0,0,0,0
83,2020-01-13,ขอนแก่น,0,0,0,0,0,0
84,2020-01-13,จันทบุรี,0,0,0,0,0,0
85,2020-01-13,ฉะเชิงเทรา,0,0,0,0,0,0
86,2020-01-13,ชลบุรี,0,0,0,0,0,0
87,2020-01-13,ชัยนาท,0,0,0,0,0,0
88,2020-01-13,ชัยภูมิ,0,0,0,0,0,0
89,2020-01-13,ชุมพร,0,0,0,0,0,0
90,2020-01-13,ตรัง,0,0,0,0,0,0
91,2020-01-13,ตราด,0,0,0,0,0,0
92,2020-01-13,ตาก,0,0,0,0,0,0
93,2020-01-13,นครนายก,0,0,0,0,0,0
94,2020-01-13,นครปฐม,0,0,0,0,0,0
95,2020-01-13,นครพนม,0,0,0,0,0,0
96,2020-01-13,นครราชสีมา,0,0,0,0,0,0
97,2020-01-13,นครศรีธรรมราช,0,0,0,0,0,0
98,2020-01-13,นครสวรรค์,0,0,0,0,0,0
99,2020-01-13,นนทบุรี,0,0,0,0,0,0
100,2020-01-13,นราธิวาส,0,0,0,0,0,0
101,2020-01-13,น่าน,0,0,0,0,0,0
102,2020-01-13,บึงกาฬ,0,0,0,0,0,0
103,2020-01-13,บุรีรัมย์,0,0,0,0,0,0
104,2020-01-13,ปทุมธานี,0,0,0,0,0,0
105,2020-01-13,ประจวบคีรีขันธ์,0,0,0,0,0,0
106,2020-01-13,ปราจีนบุรี,0,0,0,0,0,0
107,2020-01-13,ปัตตานี,0,0,0,0,0,0
108,2020-01-13,พระนครศรีอยุธยา,0,0,0,0,0,0
109,2020-01-13,พะเยา,0,0,0,0,0,0
110,2020-01-13,พังงา,0,0,0,0,0,0
111,2020-01-13,พัทลุง,0,0,0,0,0,0
112,2020-01-13,พิจิตร,0,0,0,0,0,0
113,2020-01-13,พิษณุโลก,0,0,0,0,0,0
114,2020-01-13,ภูเก็ต,0,0,0,0,0,0
115,2020-01-13,มหาสารคาม,0,0,0,0,0,0
116,2020-01-13,มุกดาหาร,0,0,0,0,0,0
117,2020-01-13,ยะลา,0,0,0,0,0,0
118,2020-01-13,ยโสธร,0,0,0,0,0,0
119,2020-01-13,ระนอง,0,0,0,0,0,0
120,2020-01-13,ระยอง,0,0,0,0,0,0
121,2020-01-13,ราชบุรี,0,0,0,0,0,0
122,2020-01-13,ร้อยเอ็ด,0,0,0,0,0,0
123,2020-01-13,ลพบุรี,0,0,0,0,0,0
124,2020-01-13,ลำปาง,0,0,0,0,0,0
125,2020-01-13,ลำพูน,0,0,0,0,0,0
126,2020-01-13,ศรีสะเกษ,0,0,0,0,0,0
127,2020-01-13,สกลนคร,0,0,0,0,0,0
128,2020-01-13,สงขลา,0,0,0,0,0,0
129,2020-01-13,สตูล,0,0,0,0,0,0
130,2020-01-13,สมุทรปราการ,0,0,0,0,0,0
131,2020-01-13,สมุทรสงคราม,0,0,0,0,0,0
132,2020-01-13,สมุทรสาคร,0,0,0,0,0,0
133,2020-01-13,สระบุรี,0,0,0,0,0,0
134,2020-01-13,สระแก้ว,0,0,0,0,0,0
135,2020-01-13,สิงห์บุรี,0,0,0,0,0,0
136,2020-01-13,สุพรรณบุรี,0,0,0,0,0,0
137,2020-01-13,สุราษฎร์ธานี,0,0,0,0,0,0
138,2020-01-13,สุรินทร์,0,0,0,0,0,0
139,2020-01-13,สุโขทัย,0,0,0,0,0,0
140,2020-01-13,หนองคาย,0,0,0,0,0,0
141,2020-01-13,หนองบัวลำภู,0,0,0,0,0,0
142,2020-01-13,อำนาจเจริญ,0,0,0,0,0,0
143,2020-01-13,อุดรธานี,0,0,0,0,0,0
144,2020-01-13,อุตรดิตถ์,0,0,0,0,0,0
145,2020-01-13,อุทัยธานี,0,0,0,0,0,0
146,2020-01-13,อุบลราชธานี,0,0,0,0,0,0
147,2020-01-13,อ่างทอง,0,0,0,0,0,0
148,2020-01-13,เชียงราย,0,0,0,0,0,0
149,2020-01-13,เชียงใหม่,0,0,0,0,0,0
150,2020-01-13,เพชรบุรี,0,0,0,0,0,0
151,2020-01-13,เพชรบูรณ์,0,0,0,0,0,0
152,2020-01-13,เลย,0,0,0,0,0,0
153,2020-01-13,แพร่,0,0,0,0,0,0
154,2020-01-13,แม่ฮ่องสอน,0,0,0,0,0,0
155,2020-01-13,ไม่ระบุ,0,0,0,0,0,0
156,2020-01-14,กระบี่,0,0,0,0,0,0
157,2020-01-14,กรุงเทพมหานคร,0,1,0,1,0,0
158,2020-01-14,กาญจนบุรี,0,0,0,0,0,0
159,2020-01-14,กาฬสินธุ์,0,0,0,0,0,0
160,2020-01-14,กำแพงเพชร,0,0,0,0,0,0
161,2020-01-14,ขอนแก่น,0,0,0,0,0,0
162,2020-01-14,จันทบุรี,0,0,0,0,0,0
163,2020-01-14,ฉะเชิงเทรา,0,0,0,0,0,0
164,2020-01-14,ชลบุรี,0,0,0,0,0,0
165,2020-01-14,ชัยนาท,0,0,0,0,0,0
166,2020-01-14,ชัยภูมิ,0,0,0,0,0,0
167,2020-01-14,ชุมพร,0,0,0,0,0,0
168,2020-01-14,ตรัง,0,0,0,0,0,0
169,2020-01-14,ตราด,0,0,0,0,0,0
170,2020-01-14,ตาก,0,0,0,0,0,0
171,2020-01-14,นครนายก,0,0,0,0,0,0
172,2020-01-14,นครปฐม,0,0,0,0,0,0
173,2020-01-14,นครพนม,0,0,0,0,0,0
174,2020-01-14,นครราชสีมา,0,0,0,0,0,0
175,2020-01-14,นครศรีธรรมราช,0,0,0,0,0,0
176,2020-01-14,นครสวรรค์,0,0,0,0,0,0
177,2020-01-14,นนทบุรี,0,0,0,0,0,0
178,2020-01-14,นราธิวาส,0,0,0,0,0,0
179,2020-01-14,น่าน,0,0,0,0,0,0
180,2020-01-14,บึงกาฬ,0,0,0,0,0,0
181,2020-01-14,บุรีรัมย์,0,0,0,0,0,0
182,2020-01-14,ปทุมธานี,0,0,0,0,0,0
183,2020-01-14,ประจวบคีรีขันธ์,0,0,0,0,0,0
184,2020-01-14,ปราจีนบุรี,0,0,0,0,0,0
185,2020-01-14,ปัตตานี,0,0,0,0,0,0
186,2020-01-14,พระนครศรีอยุธยา,0,0,0,0,0,0
187,2020-01-14,พะเยา,0,0,0,0,0,0
188,2020-01-14,พังงา,0,0,0,0,0,0
189,2020-01-14,พัทลุง,0,0,0,0,0,0
190,2020-01-14,พิจิตร,0,0,0,0,0,0
191,2020-01-14,พิษณุโลก,0,0,0,0,0,0
192,2020-01-14,ภูเก็ต,0,0,0,0,0,0
193,2020-01-14,มหาสารคาม,0,0,0,0,0,0
194,2020-01-14,มุกดาหาร,0,0,0,0,0,0
195,2020-01-14,ยะลา,0,0,0,0,0,0
196,2020-01-14,ยโสธร,0,0,0,0,0,0
197,2020-01-14,ระนอง,0,0,0,0,0,0
198,2020-01-14,ระยอง,0,0,0,0,0,0
199,2020-01-14,ราชบุรี,0,0,0,0,0,0
200,2020-01-14,ร้อยเอ็ด,0,0,0,0,0,0
201,2020-01-14,ลพบุรี,0,0,0,0,0,0
202,2020-01-14,ลำปาง,0,0,0,0,0,0
203,2020-01-14,ลำพูน,0,0,0,0,0,0
204,2020-01-14,ศรีสะเกษ,0,0,0,0,0,0
205,2020-01-14,สกลนคร,0,0,0,0,0,0
206,2020-01-14,สงขลา,0,0,0,0,0,0
207,2020-01-14,สตูล,0,0,0,0,0,0
208,2020-01-14,สมุทรปราการ,0,0,0,0,0,0
209,2020-01-14,สมุทรสงคราม,0,0,0,0,0,0
210,2020-01-14,สมุทรสาคร,0,0,0,0,0,0
211,2020-01-14,สระบุรี,0,0,0,0,0,0
212,2020-01-14,สระแก้ว,0,0,0,0,0,0
213,2020-01-14,สิงห์บุรี,0,0,0,0,0,0
214,2020-01-14,สุพรรณบุรี,0,0,0,0,0,0
215,2020-01-14,สุราษฎร์ธานี,0,0,0,0,0,0
216,2020-01-14,สุรินทร์,0,0,0,0,0,0
217,2020-01-14,สุโขทัย,0,0,0,0,0,0
218,2020-01-14,หนองคาย,0,0,0,0,0,0
219,2020-01-14,หนองบัวลำภู,0,0,0,0,0,0
220,2020-01-14,อำนาจเจริญ,0,0,0,0,0,0
221,2020-01-14,อุดรธานี,0,0,0,0,0,0
222,2020-01-14,อุตรดิตถ์,0,0,0,0,0,0
223,2020-01-14,อุทัยธานี,0,0,0,0,0,0
224,2020-01-14,อุบลราชธานี,0,0,0,0,0,0
225,2020-01-14,อ่างทอง,0,0,0,0,0,0
226,2020-01-14,เชียงราย,0,0,0,0,0,0
227,2020-01-14,เชียงใหม่,0,0,0,0,0,0
228,2020-01-14,เพชรบุรี,0,0,0,0,0,0
229,2020-01-14,เพชรบูรณ์,0,0,0,0,0,0
230,2020-01-14,เลย,0,0,0,0,0,0
231,2020-01-14,แพร่,0,0,0,0,0,0
232,2020-01-14,แม่ฮ่องสอน,0,0,0,0,0,0
233,2020-01-14,ไม่ระบุ,0,0,0,0,0,0
234,2020-01-15,กระบี่,0,0,0,0,0,0
235,2020-01-15,กรุงเทพมหานคร,0,1,0,1,0,0
236,2020-01-15,กาญจนบุรี,0,0,0,0,0,0
237,2020-01-15,กาฬสินธุ์,0,0,0,0,0,0
238,2020-01-15,กำแพงเพชร,0,0,0,0,0,0
239,2020-01-15,ขอนแก่น,0,0,0,0,0,0
240,2020-01-15,จันทบุรี,0,0,0,0,0,0
241,2020-01-15,ฉะเชิงเทรา,0,0,0,0,0,0
242,2020-01-15,ชลบุรี,0,0,0,0,0,0
243,2020-01-15,ชัยนาท,0,0,0,0,0,0
244,2020-01-15,ชัยภูมิ,0,0,0,0,0,0
245,2020-01-15,ชุมพร,0,0,0,0,0,0
246,2020-01-15,ตรัง,0,0,0,0,0,0
247,2020-01-15,ตราด,0,0,0,0,0,0
248,2020-01-15,ตาก,0,0,0,0,0,0
249,2020-01-15,นครนายก,0,0,0,0,0,0
250,2020-01-15,นครปฐม,0,0,0,0,0,0
251,2020-01-15,นครพนม,0,0,0,0,0,0
252,2020-01-15,นครราชสีมา,0,0,0,0,0,0
253,2020-01-15,นครศรีธรรมราช,0,0,0,0,0,0
254,2020-01-15,นครสวรรค์,0,0,0,0,0,0
255,2020-01-15,นนทบุรี,0,0,0,0,0,0
256,2020-01-15,นราธิวาส,0,0,0,0,0,0
257,2020-01-15,น่าน,0,0,0,0,0,0
258,2020-01-15,บึงกาฬ,0,0,0,0,0,0
259,2020-01-15,บุรีรัมย์,0,0,0,0,0,0
260,2020-01-15,ปทุมธานี,0,0,0,0,0,0
261,2020-01-15,ประจวบคีรีขันธ์,0,0,0,0,0,0
262,2020-01-15,ปราจีนบุรี,0,0,0,0,0,0
263,2020-01-15,ปัตตานี,0,0,0,0,0,0
264,2020-01-15,พระนครศรีอยุธยา,0,0,0,0,0,0
265,2020-01-15,พะเยา,0,0,0,0,0,0
266,2020-01-15,พังงา,0,0,0,0,0,0
267,2020-01-15,พัทลุง,0,0,0,0,0,0
268,2020-01-15,พิจิตร,0,0,0,0,0,0
269,2020-01-15,พิษณุโลก,0,0,0,0,0,0
270,2020-01-15,ภูเก็ต,0,0,0,0,0,0
271,2020-01-15,มหาสารคาม,0,0,0,0,0,0
272,2020-01-15,มุกดาหาร,0,0,0,0,0,0
273,2020-01-15,ยะลา,0,0,0,0,0,0
274,2020-01-15,ยโสธร,0,0,0,0,0,0
275,2020-01-15,ระนอง,0,0,0,0,0,0
276,2020-01-15,ระยอง,0,0,0,0,0,0
277,2020-01-15,ราชบุรี,0,0,0,0,0,0
278,2020-01-15,ร้อยเอ็ด,0,0,0,0,0,0
279,2020-01-15,ลพบุรี,0,0,0,0,0,0
280,2020-01-15,ลำปาง,0,0,0,0,0,0
281,2020-01-15,ลำพูน,0,0,0,0,0,0
282,2020-01-15,ศรีสะเกษ,0,0,0,0,0,0
283,2020-01-15,สกลนคร,0,0,0,0,0,0
284,2020-01-15,สงขลา,0,0,0,0,0,0
285,2020-01-15,สตูล,0,0,0,0,0,0
286,2020-01-15,สมุทรปราการ,0,0,0,0,0,0
287,2020-01-15,สมุทรสงคราม,0,0,0,0,0,0
288,2020-01-15,สมุทรสาคร,0,0,0,0,0,0
289,2020-01-15,สระบุรี,0,0,0,0,0,0
290,2020-01-15,สระแก้ว,0,0,0,0,0,0
291,2020-01-15,สิงห์บุรี,0,0,0,0,0,0
292,2020-01-15,สุพรรณบุรี,0,0,0,0,0,0
293,2020-01-15,สุราษฎร์ธานี,0,0,0,0,0,0
294,2020-01-15,สุรินทร์,0,0,0,0,0,0
295,2020-01-15,สุโขทัย,0,0,0,0,0,0
296,2020-01-15,หนองคาย,0,0,0,0,0,0
297,2020-01-15,หนองบัวลำภู,0,0,0,0,0,0
298,2020-01-15,อำนาจเจริญ,0,0,0,0,0,0
299,2020-01-15,อุดรธานี,0,0,0,0,0,0
300,2020-01-15,อุตรดิตถ์,0,0,0,0,0,0
301,2020-01-15,อุทัยธานี,0,0,0,0,0,0
302,2020-01-15,อุบลราชธานี,0,0,0,0,0,0
303,2020-01-15,อ่างทอง,0,0,0,0,0,0
304,2020-01-15,เชียงราย,0,0,0,0,0,0
305,2020-01-15,เชียงใหม่,0,0,0,0,0,0
306,2020-01-15,เพชรบุรี,0,0,0,0,0,0
307,2020-01-15,เพชรบูรณ์,0,0,0,0,0,0
308,2020-01-15,เลย,0,0,0,0,0,0
309,2020-01-15,แพร่,0,0,0,0,0,0
310,2020-01-15,แม่ฮ่องสอน,0,0,0,0,0,0
311,2020-01-15,ไม่ระบุ,0,0,0,0,0,0
312,2020-01-16,กระบี่,0,0,0,0,0,0
313,2020-01-16,กรุงเทพมหานคร,0,1,0,1,0,0
314,2020-01-16,กาญจนบุรี,0,0,0,0,0,0
315,2020-01-16,กาฬสินธุ์,0,0,0,0,0,0
316,2020-01-16,กำแพงเพชร,0,0,0,0,0,0
317,2020-01-16,ขอนแก่น,0,0,0,0,0,0
318,2020-01-16,จันทบุรี,0,0,0,0,0,0
319,2020-01-16,ฉะเชิงเทรา,0,0,0,0,0,0
320,2020-01-16,ชลบุรี,0,0,0,0,0,0
321,2020-01-16,ชัยนาท,0,0,0,0,0,0
322,2020-01-16,ชัยภูมิ,0,0,0,0,0,0
323,2020-01-16,ชุมพร,0,0,0,0,0,0
324,2020-01-16,ตรัง,0,0,0,0,0,0
325,2020-01-16,ตราด,0,0,0,0,0,0
326,2020-01-16,ตาก,0,0,0,0,0,0
327,2020-01-16,นครนายก,0,0,0,0,0,0
328,2020-01-16,นครปฐม,0,0,0,0,0,0
329,2020-01-16,นครพนม,0,0,0,0,0,0
330,2020-01-16,นครราชสีมา,0,0,0,0,0,0
331,2020-01-16,นครศรีธรรมราช,0,0,0,0,0,0
332,2020-01-16,นครสวรรค์,0,0,0,0,0,0
333,2020-01-16,นนทบุรี,0,0,0,0,0,0
334,2020-01-16,นราธิวาส,0,0,0,0,0,0
335,2020-01-16,น่าน,0,0,0,0,0,0
336,2020-01-16,บึงกาฬ,0,0,0,0,0,0
337,2020-01-16,บุรีรัมย์,0,0,0,0,0,0
338,2020-01-16,ปทุมธานี,0,0,0,0,0,0
339,2020-01-16,ประจวบคีรีขันธ์,0,0,0,0,0,0
340,2020-01-16,ปราจีนบุรี,0,0,0,0,0,0
341,2020-01-16,ปัตตานี,0,0,0,0,0,0
342,2020-01-16,พระนครศรีอยุธยา,0,0,0,0,0,0
343,2020-01-16,พะเยา,0,0,0,0,0,0
344,2020-01-16,พังงา,0,0,0,0,0,0
345,2020-01-16,พัทลุง,0,0,0,0,0,0
346,2020-01-16,พิจิตร,0,0,0,0,0,0
347,2020-01-16,พิษณุโลก,0,0,0,0,0,0
348,2020-01-16,ภูเก็ต,0,0,0,0,0,0
349,2020-01-16,มหาสารคาม,0,0,0,0,0,0
350,2020-01-16,มุกดาหาร,0,0,0,0,0,0
351,2020-01-16,ยะลา,0,0,0,0,0,0
352,2020-01-16,ยโสธร,0,0,0,0,0,0
353,2020-01-16,ระนอง,0,0,0,0,0,0
354,2020-01-16,ระยอง,0,0,0,0,0,0
355,2020-01-16,ราชบุรี,0,0,0,0,0,0
356,2020-01-16,ร้อยเอ็ด,0,0,0,0,0,0
357,2020-01-16,ลพบุรี,0,0,0,0,0,0
358,2020-01-16,ลำปาง,0,0,0,0,0,0
359,2020-01-16,ลำพูน,0,0,0,0,0,0
360,2020-01-16,ศรีสะเกษ,0,0,0,0,0,0
361,2020-01-16,สกลนคร,0,0,0,0,0,0
362,2020-01-16,สงขลา,0,0,0,0,0,0
363,2020-01-16,สตูล,0,0,0,0,0,0
364,2020-01-16,สมุทรปราการ,0,0,0,0,0,0
365,2020-01-16,สมุทรสงคราม,0,0,0,0,0,0
366,2020-01-16,สมุทรสาคร,0,0,0,0,0,0
367,2020-01-16,สระบุรี,0,0,0,0,0,0
368,2020-01-16,สระแก้ว,0,0,0,0,0,0
369,2020-01-16,สิงห์บุรี,0,0,0,0,0,0
370,2020-01-16,สุพรรณบุรี,0,0,0,0,0,0
371,2020-01-16,สุราษฎร์ธานี,0,0,0,0,0,0
372,2020-01-16,สุรินทร์,0,0,0,0,0,0
373,2020-01-16,สุโขทัย,0,0,0,0,0,0
374,2020-01-16,หนองคาย,0,0,0,0,0,0
375,2020-01-16,หนองบัวลำภู,0,0,0,0,0,0
376,2020-01-16,อำนาจเจริญ,0,0,0,0,0,0
377,2020-01-16,อุดรธานี,0,0,0,0,0,0
378,2020-01-16,อุตรดิตถ์,0,0,0,0,0,0
379,2020-01-16,อุทัยธานี,0,0,0,0,0,0
380,2020-01-16,อุบลราชธานี,0,0,0,0,0,0
381,2020-01-16,อ่างทอง,0,0,0,0,0,0
382,2020-01-16,เชียงราย,0,0,0,0,0,0
383,2020-01-16,เชียงใหม่,0,0,0,0,0,0
384,2020-01-16,เพชรบุรี,0,0,0,0,0,0
385,2020-01-16,เพชรบูรณ์,0,0,0,0,0,0
386,2020-01-16,เลย,0,0,0,0,0,0
387,2020-01-16,แพร่,0,0,0,0,0,0
388,2020-01-16,แม่ฮ่องสอน,0,0,0,0,0,0
389,2020-01-16,ไม่ระบุ,0,0,0,0,0,0
390,2020-01-17,กระบี่,0,0,0,0,0,0
391,2020-01-17,กรุงเทพมหานคร,1,2,1,2,0,0
392,2020-01-17,กาญจนบุรี,0,0,0,0,0,0
393,2020-01-17,กาฬสินธุ์,0,0,0,0,0,0
394,2020-01-17,กำแพงเพชร,0,0,0,0,0,0
395,2020-01-17,ขอนแก่น,0,0,0,0,0,0
396,2020-01-17,จันทบุรี,0,0,0,0,0,0
397,2020-01-17,ฉะเชิงเทรา,0,0,0,0,0,0
398,2020-01-17,ชลบุรี,0,0,0,0,0,0
399,2020-01-17,ชัยนาท,0,0,0,0,0,0
400,2020-01-17,ชัยภูมิ,0,0,0,0,0,0
401,2020-01-17,ชุมพร,0,0,0,0,0,0
402,2020-01-17,ตรัง,0,0,0,0,0,0
403,2020-01-17,ตราด,0,0,0,0,0,0
404,2020-01-17,ตาก,0,0,0,0,0,0
405,2020-01-17,นครนายก,0,0,0,0,0,0
406,2020-01-17,นครปฐม,0,0,0,0,0,0
407,2020-01-17,นครพนม,0,0,0,0,0,0
408,2020-01-17,นครราชสีมา,0,0,0,0,0,0
409,2020-01-17,นครศรีธรรมราช,0,0,0,0,0,0
410,2020-01-17,นครสวรรค์,0,0,0,0,0,0
411,2020-01-17,นนทบุรี,0,0,0,0,0,0
412,2020-01-17,นราธิวาส,0,0,0,0,0,0
413,2020-01-17,น่าน,0,0,0,0,0,0
414,2020-01-17,บึงกาฬ,0,0,0,0,0,0
415,2020-01-17,บุรีรัมย์,0,0,0,0,0,0
416,2020-01-17,ปทุมธานี,0,0,0,0,0,0
417,2020-01-17,ประจวบคีรีขันธ์,0,0,0,0,0,0
418,2020-01-17,ปราจีนบุรี,0,0,0,0,0,0
419,2020-01-17,ปัตตานี,0,0,0,0,0,0
420,2020-01-17,พระนครศรีอยุธยา,0,0,0,0,0,0
421,2020-01-17,พะเยา,0,0,0,0,0,0
422,2020-01-17,พังงา,0,0,0,0,0,0
423,2020-01-17,พัทลุง,0,0,0,0,0,0
424,2020-01-17,พิจิตร,0,0,0,0,0,0
425,2020-01-17,พิษณุโลก,0,0,0,0,0,0
426,2020-01-17,ภูเก็ต,0,0,0,0,0,0
427,2020-01-17,มหาสารคาม,0,0,0,0,0,0
428,2020-01-17,มุกดาหาร,0,0,0,0,0,0
429,2020-01-17,ยะลา,0,0,0,0,0,0
430,2020-01-17,ยโสธร,0,0,0,0,0,0
431,2020-01-17,ระนอง,0,0,0,0,0,0
432,2020-01-17,ระยอง,0,0,0,0,0,0
433,2020-01-17,ราชบุรี,0,0,0,0,0,0
434,2020-01-17,ร้อยเอ็ด,0,0,0,0,0,0
435,2020-01-17,ลพบุรี,0,0,0,0,0,0
436,2020-01-17,ลำปาง,0,0,0,0,0,0
437,2020-01-17,ลำพูน,0,0,0,0,0,0
438,2020-01-17,ศรีสะเกษ,0,0,0,0,0,0
439,2020-01-17,สกลนคร,0,0,0,0,0,0
440,2020-01-17,สงขลา,0,0,0,0,0,0
441,2020-01-17,สตูล,0,0,0,0,0,0
442,2020-01-17,สมุทรปราการ,0,0,0,0,0,0
443,2020-01-17,สมุทรสงคราม,0,0,0,0,0,0
444,2020-01-17,สมุทรสาคร,0,0,0,0,0,0
445,2020-01-17,สระบุรี,0,0,0,0,0,0
446,2020-01-17,สระแก้ว,0,0,0,0,0,0
447,2020-01-17,สิงห์บุรี,0,0,0,0,0,0
448,2020-01-17,สุพรรณบุรี,0,0,0,0,0,0
449,2020-01-17,สุราษฎร์ธานี,0,0,0,0,0,0
450,2020-01-17,สุรินทร์,0,0,0,0,0,0
451,2020-01-17,สุโขทัย,0,0,0,0,0,0
452,2020-01-17,หนองคาย,0,0,0,0,0,0
453,2020-01-17,หนองบัวลำภู,0,0,0,0,0,0
454,2020-01-17,อำนาจเจริญ,0,0,0,0,0,0
455,2020-01-17,อุดรธานี,0,0,0,0,0,0
456,2020-01-17,อุตรดิตถ์,0,0,0,0,0,0
457,2020-01-17,อุทัยธานี,0,0,0,0,0,0
458,2020-01-17,อุบลราชธานี,0,0,0,0,0,0
459,2020-01-17,อ่างทอง,0,0,0,0,0,0
460,2020-01-17,เชียงราย,0,0,0,0,0,0
461,2020-01-17,เชียงใหม่,0,0,0,0,0,0
462,2020-01-17,เพชรบุรี,0,0,0,0,0,0
463,2020-01-17,เพชรบูรณ์,0,0,0,0,0,0
464,2020-01-17,เลย,0,0,0,0,0,0
465,2020-01-17,แพร่,0,0,0,0,0,0
466,2020-01-17,แม่ฮ่องสอน,0,0,0,0,0,0
467,2020-01-17,ไม่ระบุ,0,0,0,0,0,0
468,2020-01-18,กระบี่,0,0,0,0,0,0
469,2020-01-18,กรุงเทพมหานคร,0,2,0,2,0,0
470,2020-01-18,กาญจนบุรี,0,0,0,0,0,0
